Sample,Ware,component,n= (for fabric) or analysis # (for inclusions),SiO2,Na2O,MgO,Al2O3,P2O5,S,K2O,CaO,MnO,FeO,TiO2,PbO,BaO,Zn,V2O5,Ni,Cu*,Ce*,Co*,Sr*,Or,Ab,An
CA230163,Tuza,inclusion,Spectrum 89,50.72,0,1.44,10.66,0,0,0.77,1,0.36,15.95,19.1,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 113,41.25,2.42,14.68,13.57,0,0,0.76,12.66,0,10.85,3.82,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 114,46.39,2.36,16.52,10.23,0,0,0.52,10.69,0.24,10.65,2.41,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 117,77.42,3.73,0.83,12.23,0,0,0.82,2.19,0,2.51,0.27,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 168,80.4,3.54,0,11.01,0,0,3.05,1.21,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 169,90.72,1.16,0,4.81,0,0,2.12,0.43,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 172,72.44,6.13,0,17.13,0,0,0.76,3.34,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 174,77.44,2.62,0,12.8,0,0,5.43,0.78,0,0.7,0.23,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 176,74.75,3.1,0,14.17,0,0,5,1.31,0,1.35,0.31,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 177,77.62,2.12,0,12.49,0,0,5.41,0.94,0,1.07,0.34,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 179,77.43,0.91,0,12.48,0,0,6.51,1.17,0,1.18,0.32,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 180,77.51,2.73,0,13.4,0,0,4.56,1.23,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 190,97.25,0.36,0,1.65,0,0,0.51,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion,Spectrum 191,86.13,6.09,0.74,0,0,0,3.9,2.92,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 213,78.51,4.27,0,13.62,0,0,2.86,0.47,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 214,78.55,4.34,0,13.68,0,0,2.82,0.36,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 228,56.08,2.17,20.45,9.62,0,0,0.32,6.84,0,3.78,0.74,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 231,55.52,6.69,0,30.98,0,0,0.19,6.42,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 232,54.21,1.88,13.94,14.53,0,0,0.37,8.82,0,5.89,0.37,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 233,53.33,2.43,14.88,16.6,0,0,0.33,7.23,0,4.89,0.31,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 235,77.89,3.73,0,14.86,0,0,2.42,0.83,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 236,78.09,3.84,0,14.87,0,0,2.2,0.78,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 237,53.24,2.98,20.8,11.28,0,0,0.38,6.96,0,3.34,1.01,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 240,74.75,4.71,0,16.24,0,0,3.72,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 241,77.85,3.42,0,15.1,0,0,2.49,0.79,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 269,81.11,3.59,0,11.67,0,0,3.24,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 270,70.37,8.18,0,18.27,0,0,1.89,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 271,77.6,4.52,0,14.1,0,0,3.22,0.4,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 275,78.72,3.52,0,14.18,0,0,2.34,0.76,0,0.32,0.18,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 282,92.61,1.71,0,4.66,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 285,79.44,3.36,0,14.11,0,0,2.55,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 288,52.83,3.25,20.62,11.69,0,0,0.39,6.72,0,3.28,1.22,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 306,82.03,2.89,0,12.3,0,0,2.52,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 308,79.65,3.33,0,13.95,0,0,2.46,0.45,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 310,70.87,7.21,0,18.85,0,0,1.28,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 311,79.04,3.76,0,13.8,0,0,2.66,0.48,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 312,66.56,5.84,0,21.24,0,0,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 313,79.21,3.7,0,14.11,0,0,2.29,0.47,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 314,78.44,3.18,0,14.77,0,0,2.35,0.59,0,0.49,0.18,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion,Spectrum 316,81.95,2.71,0,12.53,0,0,2.1,0.39,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230176,Piartal,inclusion,Spectrum 137,25.13,0,0,10.73,0,2.25,0.37,2.92,0,2.93,0.41,0,0,11.15,0,1.88,42.23,0,0,0,0,0,0
CA230176,Piartal,inclusion,Spectrum 150,48.25,1.32,15.27,8.39,0,0,0.34,11.45,0.38,13.11,1.49,0,0,0,0,0,0,0,0,0,0,0,0
CA230176,Piartal,inclusion,Spectrum 151,53,0.71,19.28,4.41,0,0,0,3.78,0.72,17.73,0.38,0,0,0,0,0,0,0,0,0,0,0,0
CA230176,Piartal,inclusion,Spectrum 152,27.65,0.7,0,8.81,0,0,61.26,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230176,Piartal,inclusion,Spectrum 153,48.85,1.3,15.24,7.98,0,0,0.22,10.77,0.42,14.33,0.9,0,0,0,0,0,0,0,0,0,0,0,0
CA230439,Piartal,inclusion,Spectrum 174,93.26,0,0,3.21,1.6,0,0.18,0.67,0.28,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230439,Piartal,inclusion,Spectrum 176,54.61,1.31,17.76,7.2,0,0,0.23,9.92,0.37,7.77,0.83,0,0,0,0,0,0,0,0,0,0,0,0
CA230439,Piartal,inclusion,Spectrum 178,77.81,4.44,0,13.73,0,0,2.77,0.81,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230439,Piartal,inclusion,Spectrum 179,53.17,1.96,19.01,9.17,0,0,0.29,7.97,0.3,6.55,0.79,0,0,0,0,0,0,0,0,0.8,0,0,0
CA230439,Piartal,inclusion,Spectrum 185,58.71,0,0,29.99,4.33,0,0.63,0.71,0,4.81,0.83,0,0,0,0,0,0,0,0,0,0,0,0
CA230443,Capulí,inclusion,Spectrum 12,50.21,1.13,15.64,6.14,0,0,0.26,11.65,0.59,13.39,0.99,0,0,0,0,0,0,0,0,0,0,0,0
CA230443,Capulí,inclusion,Spectrum 13,49.72,1.17,15.3,6.76,0,0,0.29,11.63,0.59,13.39,1.15,0,0,0,0,0,0,0,0,0,0,0,0
CA230443,Capulí,inclusion,Spectrum 14,48.5,1.29,13.86,7.52,0,0,0.48,11.67,0.5,15.11,1.06,0,0,0,0,0,0,0,0,0,0,0,0
CA230443,Capulí,inclusion,Spectrum 15,42.17,2.11,14.43,10.81,0,0,0.59,12.94,0.2,13.53,3.22,0,0,0,0,0,0,0,0,0,0,0,0
CA230443,Capulí,inclusion,Spectrum 18,48.76,1.24,14.97,7.28,0,0,0.39,11.74,0.62,13.85,1.15,0,0,0,0,0,0,0,0,0,0,0,0
CA230443,Capulí,inclusion,Spectrum 49,42.85,0,11.92,17.58,0.8,0,7.47,0,0.37,14.6,4.41,0,0,0,0,0,0,0,0,0,0,0,0
CA230443,Capulí,inclusion,Spectrum 56,58.04,0,0.9,29.03,2.04,0,1.28,2.55,0,5.28,0.88,0,0,0,0,0,0,0,0,0,0,0,0
CA230443,Capulí,inclusion,Spectrum 58,73.8,0,0,16.05,3.32,0,0.24,1.94,0,4.43,0.23,0,0,0,0,0,0,0,0,0,0,0,0
CA230448,Capulí,inclusion,Spectrum 109,41.66,2.25,10.99,13.7,0,0,0.42,11.26,0.18,17.09,2.26,0,0,0,0.2,0,0,0,0,0,0,0,0
CA230448,Capulí,inclusion,Spectrum 111,38.88,0,0,18.86,0,0,0.3,1.36,2.32,35.42,2.86,0,0,0,0,0,0,0,0,0,0,0,0
CA230448,Capulí,inclusion,Spectrum 112,44.69,2.21,14.92,11.02,0,0,0.56,11.88,0,12.23,2.49,0,0,0,0,0,0,0,0,0,0,0,0
CA230448,Capulí,inclusion,Spectrum 114,46.2,2.32,16.14,12.32,0,0,0.37,10.57,0,11.11,0.98,0,0,0,0,0,0,0,0,0,0,0,0
CA230448,Capulí,inclusion,Spectrum 74,47.42,1.36,13.26,7.87,0,0,0.55,11.66,1.08,15.5,1.32,0,0,0,0,0,0,0,0,0,0,0,0
CA230448,Capulí,inclusion,Spectrum 75,48.9,1.21,15.25,7.09,0,0,0.4,11.7,0.47,13.83,1.16,0,0,0,0,0,0,0,0,0,0,0,0
CA230448,Capulí,inclusion,Spectrum 77,55.12,0,20.78,2.67,0,0,0,2.24,0.83,18.1,0.25,0,0,0,0,0,0,0,0,0,0,0,0
CA230448,Capulí,inclusion,Spectrum 81,77.62,2.72,0,13.34,0,0,4.49,0.92,0,0.72,0.18,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,inclusion,Spectrum 29,49,1.12,14.81,6.63,0,0,0.39,11.98,0.53,14.34,1.2,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,inclusion,Spectrum 30,46.24,1.37,12.77,8.17,0,0,0.77,12.2,0.42,16.65,1.4,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,inclusion,Spectrum 31,50.59,1.9,0,21.98,0,0,0.79,1.73,0.42,21.29,1.3,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,inclusion,Spectrum 33,42.53,2.44,14.76,12.78,0,0,0.66,12.03,0,11.54,3.27,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,inclusion,Spectrum 35,48.94,1.08,14.56,6.48,0,0,0.38,12.37,0.58,14.59,1.02,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,inclusion,Spectrum 36,48.56,1.11,14.29,7.01,0,0,0.47,12.08,0.64,14.77,1.07,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,inclusion,Spectrum 37,49.12,1.17,15.25,6.95,0,0,0.39,11.83,0.57,13.56,1.17,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,inclusion,Spectrum 38,42.02,2.53,14.11,12.66,0,0,0.48,12.26,0.29,12.74,2.9,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,inclusion,Spectrum 41,54.29,0,20.17,3.07,0,0,0,2.05,0.87,19.18,0.37,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,inclusion,Spectrum 46,45.45,1.4,12.68,8.75,0,0,0.64,12.13,0.5,17.08,1.38,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,inclusion,Spectrum 47,98.57,0,0,1.01,0,0,0.16,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,inclusion,Spectrum 54,25.3,0,0.62,41.46,0,0,0,0,0.27,32.35,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion ,Spectrum 265,72.98,5.5,0.71,16.47,0,0,2.55,1.08,0,0.5,0.21,0,0,0,0,0,0,0,0,0,0,0,0
CA230176,Piartal,inclusion ,Spectrum 123,49.64,5,1.16,31.84,0,0,2.32,2.84,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230176,Piartal,inclusion ,Spectrum 146,78.06,2.99,0,13.4,0,0,2.83,1.64,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230176,Piartal,inclusion ,Spectrum 147,78.24,2.93,0,13.33,0,0,2.85,1.67,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230176,Piartal,inclusion ,Spectrum 154,78.34,2.86,0,13.19,0,0,2.97,1.66,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 140,75.89,4.87,0,13.27,0,0,0.69,2.43,0,2.41,0.45,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 141,77.38,1.42,0,12.5,0,0,6.64,0.93,0,0.93,0.19,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 143,73,2.94,0.46,15,0,0,4.46,1.72,0,2.01,0.41,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 145,40.79,2.14,12.88,10.96,0,0,0.66,13.44,0.27,14.89,3.95,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 146,79.09,2.37,0,11.93,0,0,4.86,0.7,0,0.88,0.19,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 147,78.09,2.04,0,12.75,0,0,5.21,0.87,0,0.82,0.22,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 149,52.62,0,23.16,0.91,0,0,0,1.7,0.66,20.65,0.3,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 150,78.05,2.33,0,12.75,0,0,5.2,0.83,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 152,75.24,2.83,0,14.18,0,0,4.61,1.27,0,1.46,0.4,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 155,79.96,1.9,0,11.73,0,0,4.51,0.72,0,0.82,0,0,0.35,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 156,73.96,1.63,0,13.8,0,0,6.41,1.94,0,1.94,0.33,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 157,80.36,1.22,0,11.19,0,0,5,0,0,1.6,0.63,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 158,74.94,2.54,0,13.66,0,0,5.85,0.95,0,1.44,0.62,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion  ,Spectrum 159,43.31,2.3,14.94,12.19,0,0,0.59,11.69,0,11.88,3.11,0,0,0,0,0,0,0,0,0,0,0,0
CA230163,Tuza,inclusion trapped in glassy inclusion,Spectrum 55,53.51,0,25.04,1.13,0,0,0,1.26,0.6,18.2,0.27,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion trapped in glassy inclusion,Spectrum 260,56.27,2.13,20.49,8.27,0,0,0.35,7.49,0.23,4.07,0.7,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion trapped in glassy inclusion,Spectrum 276,61.86,10.38,0,24.07,0,0,0.66,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion trapped in glassy inclusion,Spectrum 277,60.01,10.29,0,25.76,0,0,0.45,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion with Fe-Ti zoning,Spectrum 136,76.8,2.78,0,13.45,0,0,4.41,1.18,0,1.05,0.32,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,inclusion with Fe-Ti zoning,Spectrum 137,55.81,5.35,0,27.55,0,0,0.42,10.26,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion with Fe-Ti zoning,Spectrum 289,14.68,0,2.35,10.94,1.79,0,0,0.32,0,2.35,67.57,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion with Fe-Ti zoning,Spectrum 293,12.7,0,2.34,9.34,1.75,0,0,0.34,0,2.34,67.95,0,1.92,0,1.32,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion with Fe-Ti zoning,Spectrum 294,17.53,0,0,13.17,1.86,0,0.23,0.5,0,2.54,64.17,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,inclusion with Fe-Ti zoning,Spectrum 295,11.65,0,0,7.87,2.34,0,0,0.63,0,2.7,71.67,0,2.16,0,0.99,0,0,0,0,0,0,0,0
CA230128,red slip,porous inclusion,Spectrum 382,73.26,3.58,0,14.68,0,0,3.86,2.24,0,1.83,0.55,0,0,0,0,0,0,0,0,0,0,0,0
CA230144,Piartal,porous inclusion,Spectrum 214,79.98,3.93,0,12.34,0,0,2.37,0.91,0,0.27,0.2,0,0,0,0,0,0,0,0,0,0,0,0
CA230128,red slip,Qtz,Spectrum 358,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230128,red slip,Qtz,Spectrum 359,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230129,red slip,Qtz,Spectrum 398,99.8,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230129,red slip,Qtz,Spectrum 400,99.82,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230129,red slip,Qtz,Spectrum 403,99.64,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230144,Piartal,Qtz,Spectrum 93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230144,Piartal,Qtz,Spectrum 94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230144,Piartal,Qtz,Spectrum 95,99.18,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230150,Tuza,Qtz,Spectrum 329,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230150,Tuza,Qtz,Spectrum 330,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230150,Tuza,Qtz,Spectrum 331,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230163,Tuza,Qtz,Spectrum 22,99.68,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,Qtz,Spectrum 111,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,Qtz,Spectrum 151,99.81,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,Qtz,Spectrum 170,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,Qtz,Spectrum 171,98.68,0,0,0,0,0,0,0.65,0,0.49,0.19,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,Qtz,Spectrum 274,99.32,0.56,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,Qtz,Spectrum 281,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,Qtz,Spectrum 317,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230176,Piartal,Qtz,Spectrum 139,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230176,Piartal,Qtz,Spectrum 140,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230439,Piartal,Qtz,Spectrum 180,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230439,Piartal,Qtz,Spectrum 182,99.8,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230439,Piartal,Qtz,Spectrum 76,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230443,Capulí,Qtz,Spectrum 21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230443,Capulí,Qtz,Spectrum 59,99.65,0,0,0,0,0,0,0.12,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230448,Capulí,Qtz,Spectrum 108,99.75,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230448,Capulí,Qtz,Spectrum 113,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230448,Capulí,Qtz,Spectrum 83,99.57,0,0,0,0,0,0,0.16,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230448,Capulí,Qtz,Spectrum 84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,Qtz,inclusion 5,99.83,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,rock fragment,Spectrum 118,69.72,4.23,0,17.16,0,0,4.13,2.92,0,1.23,0.27,0,0.33,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,rock fragment,Spectrum 119,69.75,3.92,0,16.89,0,0,4.73,2.72,0,1.3,0.36,0,0.32,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,rock fragment,Spectrum 120,69.75,3.91,0,16.86,0,0,4.75,2.75,0,1.36,0.25,0,0.39,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,rock fragment,Spectrum 234,71,1.83,0,21.63,2.04,0,0.64,1.21,0,1.18,0.46,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,rock fragment,Spectrum 297,78.67,5.25,0,12.93,0,0,2.7,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,rock fragment,Spectrum 299,86.72,2.79,0,8.4,0,0,1.88,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,rock fragment,Spectrum 52,50.06,1.08,0,18.37,0,0,0.48,1.89,0.24,25.69,2.18,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,rock fragment,Spectrum 53,35.85,0,0,15.79,0,0,0.5,1.46,1.22,43.71,1.46,0,0,0,0,0,0,0,0,0,0,0,0
CA230163,Tuza,slip inclusion,Spectrum 33,4.34,0,0,1.83,1.45,0,0,0.49,2.95,88.94,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230163,Tuza,slip inclusion,Spectrum 34,12.88,0,0,4.34,2.75,0,0.12,0.73,4.42,74.43,0.33,0,0,0,0,0,0,0,0,0,0,0,0
CA230163,Tuza,slip inclusion,Spectrum 35,6.91,0,0,2.84,2.7,0,0,0.56,2.44,83.95,0.61,0,0,0,0,0,0,0,0,0,0,0,0
CA230163,Tuza,slip inclusion,Spectrum 36,16.8,0,0,4.49,1.86,0,0.16,0.69,7.94,67.69,0.38,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,slip inclusion,Spectrum 207,30.06,0,0,4.83,2.44,0,0,0.92,0,61.21,0.55,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,slip inclusion,Spectrum 208,41.58,0,0,12.72,4.08,0.92,0,1.52,0.65,38.1,0.43,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,slip inclusion,Spectrum 209,55.04,0,0,12.98,4.48,0,0.27,1.31,0,25.42,0.5,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,slip inclusion,Spectrum 243,74.04,3.05,0.84,16.72,0,0,1.47,1.34,0,2.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0
CA230176,Piartal,slip inclusion,Spectrum 126,39.47,1.67,0.93,7.96,1.3,0,6.58,7.46,1.6,10.57,0,19.02,1.01,2.43,0,0,0,0,0,0,0,0,0
CA230439,Piartal,slip inclusion,Spectrum 181,78.42,3.79,0,13.27,0,0,3.53,0.63,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,spherical inclusion,Spectrum 220,99.74,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,spherical inclusion,Spectrum 221,99.88,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,spherical inclusion,Spectrum 222,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,spherical inclusion,Spectrum 223,99.85,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,spherical inclusion,Spectrum 224,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,spherical inclusion,Spectrum 225,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,spherical inclusion,Spectrum 226,99.85,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
